chr	start	end	startCpG	endCpG	Mouth	Stomach	Small-intestine	Colon
chr16	52507884	52508324	21689202	21689208	0.51	0.96	0.95	0.98
chr1	167720681	167721258	1555245	1555256	0.50	0.96	0.96	0.95
chr8	122858293	122858687	13133116	13133123	0.43	0.83	0.93	0.93
chr2	232565765	232565968	4278009	4278014	0.46	0.91	0.91	0.94
chr2	43107614	43107827	2725511	2725518	0.48	0.92	0.94	0.96
chr14	100612344	100612598	20084507	20084512	0.66	0.23	0.13	0.22
chr16	15770112	15770361	21369530	21369540	0.51	0.96	0.97	0.96
chr22	42193126	42193473	26568036	26568041	0.46	0.94	0.89	0.91
chr16	11342383	11342584	21307641	21307647	0.39	0.84	0.87	0.84
chr17	42163550	42164086	22769808	22769818	0.49	0.94	0.96	0.96
chr1	231415259	231415470	2098532	2098540	0.50	0.96	0.95	0.95
chr4	69598628	69598922	6668417	6668422	0.46	0.01	0.01	0.01
chr9	95964556	95964770	14050781	14050793	0.48	0.03	0.02	0.02
chr16	85456243	85456685	22065332	22065345	0.47	0.01	0.01	0.01
chr17	39813046	39813448	22727393	22727400	0.42	0.87	0.86	0.90
chr16	85122937	85123177	22056985	22056993	0.50	0.95	0.97	0.95
chr16	429150	429563	21099585	21099597	0.47	0.01	0.01	0.01
chr16	18587948	18588272	21407376	21407382	0.50	0.96	0.95	0.96
chr4	183466401	183467123	7449657	7449667	0.48	0.90	0.96	0.95
chr4	76785088	76785647	6714886	6714895	0.48	0.93	0.93	0.93
chr2	120441687	120441904	3391910	3391918	0.43	0.85	0.89	0.92
chr1	150329548	150329760	1369601	1369606	0.50	0.96	0.95	0.95
chr5	10217602	10218029	7682716	7682723	0.46	0.93	0.90	0.91
chr12	13044799	13045033	17436539	17436544	0.47	0.01	0.02	0.01
chr22	31126694	31126944	26397963	26397970	0.50	0.95	0.97	0.96
chr20	47976501	47976742	25558215	25558222	0.43	0.85	0.90	0.92
chr7	68895064	68895556	11214662	11214674	0.02	0.44	0.37	0.57
chr19	10860309	10860905	24303200	24303207	0.48	0.03	0.03	0.02
chr15	71949195	71949629	20743535	20743542	0.48	0.92	0.96	0.95
chr1	240420544	240421136	2189084	2189089	0.48	0.93	0.92	0.94
chr9	97782780	97783158	14073934	14073941	0.51	0.97	0.97	0.96
chr5	170172062	170172386	8886722	8886729	0.44	0.88	0.88	0.92
chr13	87589127	87589638	19081775	19081780	0.49	0.92	0.97	0.95
chr2	121291210	121291655	3402503	3402513	0.41	0.89	0.84	0.85
chr16	11097666	11098189	21303965	21303975	0.49	0.95	0.95	0.95
chr10	104527687	104528110	15621384	15621396	0.50	0.95	0.97	0.96
chr16	27731918	27732186	21511747	21511756	0.51	0.97	0.96	0.96
chr17	56633531	56633939	22942313	22942318	0.44	0.91	0.88	0.88
chr11	78939637	78940317	16798390	16798395	0.36	0.84	0.79	0.80
chr1	213093053	213093326	1918790	1918795	0.45	0.89	0.91	0.92
chr6	43469624	43470461	9555853	9555862	0.48	0.94	0.93	0.93
chr2	20808308	20808611	2506845	2506852	0.48	0.94	0.91	0.95
chr17	65525137	65525504	23052163	23052180	0.49	0.05	0.01	0.03
chr3	49459813	49460112	4889979	4889996	0.49	0.02	0.02	0.06
chr11	2823776	2824076	16057557	16057564	0.43	0.90	0.89	0.86
chr5	40784983	40785636	7916023	7916033	0.91	0.49	0.36	0.46
chr10	3573266	3573514	14688594	14688601	0.50	0.94	0.97	0.95
chr17	48992535	48992951	22878258	22878264	0.49	0.02	0.06	0.05
chr9	117082877	117083279	14253400	14253406	0.47	0.92	0.90	0.93
chr3	72171020	72171396	5104445	5104453	0.49	0.93	0.97	0.95
chr17	3846466	3846739	22271152	22271165	0.49	0.96	0.93	0.94
chr2	110052812	110053121	3296729	3296739	0.49	0.94	0.94	0.95
chr20	49816033	49816649	25587077	25587084	0.44	0.89	0.88	0.92
chr18	45648649	45649373	23710147	23710156	0.44	0.92	0.89	0.86
chr5	131840546	131841159	8538901	8538906	0.48	0.04	0.03	0.01
chr21	43149092	43149322	26062812	26062817	0.50	0.95	0.96	0.95
chr1	44379756	44380128	694133	694142	0.44	0.85	0.92	0.94
chr12	121706053	121706848	18350397	18350412	0.51	0.97	0.98	0.96
chr19	47265221	47265428	24843079	24843086	0.43	0.86	0.94	0.87
chr18	61023604	61024052	23844669	23844676	0.47	0.93	0.91	0.92
chr13	96066783	96067019	19137918	19137923	0.51	0.96	0.97	0.96
chr7	55811482	55811743	11101598	11101611	0.45	0.90	0.90	0.91
chr22	28232459	28232873	26359403	26359414	0.49	0.95	0.95	0.94
chr12	65005539	65006014	17864368	17864377	0.48	0.02	0.03	0.03
chr3	48960787	48961182	4880841	4880846	0.44	0.91	0.85	0.91
chr1	27150899	27151122	469143	469150	0.47	0.92	0.92	0.95
chr9	140698195	140698462	14624616	14624622	0.42	0.84	0.90	0.92
chr5	139598971	139599307	8626626	8626631	0.46	0.01	0.01	0.02
chr9	119268366	119269097	14269985	14269991	0.50	0.94	0.96	0.96
chr14	72192049	72192431	19796672	19796678	0.42	0.85	0.92	0.87
chr6	31036767	31036980	9392555	9392562	0.49	0.03	0.04	0.03
chr10	82312021	82312338	15412077	15412082	0.47	0.01	0.01	0.02
chr19	42409556	42409917	24760081	24760094	0.93	0.45	0.52	0.47
chr11	2448191	2448534	16050844	16050851	0.51	0.10	0.02	0.02
chr3	196433940	196434198	6049244	6049258	0.49	0.95	0.94	0.93
chr3	25348603	25348810	4672669	4672676	0.50	0.96	0.94	0.95
chr17	27905659	27906486	22574034	22574048	0.48	0.94	0.92	0.93
chr6	4703402	4703726	9115190	9115195	0.47	0.89	0.94	0.96
chr5	127544811	127546996	8508638	8508646	0.96	0.53	0.44	0.50
chr17	55259963	55260912	22924360	22924367	0.47	0.94	0.90	0.92
chr11	12281496	12281715	16153335	16153340	0.48	0.89	0.96	0.96
chr17	7658034	7658257	22339848	22339854	0.45	0.92	0.88	0.91
chr1	170640025	170640244	1576630	1576636	0.64	0.16	0.22	0.19
chr4	108127623	108128099	6926255	6926263	0.45	0.89	0.92	0.91
chr7	28717742	28717984	10860630	10860637	0.45	0.92	0.88	0.90
chr12	6382917	6383184	17359083	17359089	0.50	0.95	0.97	0.95
chr1	9386372	9386705	193594	193599	0.50	0.94	0.97	0.94
chr12	31900359	31900840	17579577	17579585	0.52	0.97	0.99	0.97
chr5	53265459	53266487	7978871	7978877	0.49	0.94	0.95	0.93
chr16	20871117	20871425	21432842	21432847	0.39	0.81	0.86	0.88
chr1	233152748	233153087	2115741	2115746	0.48	0.93	0.95	0.94
chrX	2882123	2882486	26807482	26807493	0.47	0.02	0.01	0.02
chr19	1046615	1046925	24052941	24052962	0.48	0.97	0.89	0.92
chr1	27674842	27675415	478274	478286	0.43	0.88	0.87	0.88
chr9	132406310	132406550	14432878	14432885	0.37	0.85	0.86	0.75
chr16	17421485	17421836	21392549	21392557	0.50	0.96	0.95	0.93
chr2	10601697	10601918	2416872	2416879	0.50	0.97	0.93	0.94
chr8	125553321	125553543	13158187	13158192	0.52	0.97	0.97	0.96
chr3	133960768	133961098	5540703	5540708	0.28	0.76	0.77	0.67
chr6	83799605	83800122	9801273	9801278	0.47	0.93	0.91	0.93
chr14	65043517	65043951	19728916	19728921	0.51	0.96	0.97	0.97
chr8	103361472	103362283	13004252	13004261	0.50	0.95	0.96	0.96
chr11	12553121	12553821	16155900	16155911	0.50	0.94	0.96	0.95
chr5	31911869	31912247	7842899	7842906	0.47	0.96	0.87	0.89
chr17	26833759	26834118	22556250	22556255	0.50	0.95	0.95	0.95
chr2	232933589	232933817	4283239	4283246	0.49	0.93	0.94	0.95
chr10	76547368	76547584	15351716	15351721	0.45	0.90	0.88	0.90
chr2	97464183	97464699	3168190	3168199	0.46	0.93	0.91	0.89
chr9	33436712	33437175	13652912	13652920	0.47	0.91	0.92	0.92
chr20	33690827	33691030	25386194	25386199	0.47	0.90	0.91	0.94
chr2	240349276	240349567	4392069	4392074	0.42	0.88	0.88	0.86
chr1	90232722	90233820	1058471	1058479	0.39	0.84	0.81	0.85
chr7	2550591	2550826	10604880	10604892	0.49	0.02	0.06	0.06
chr8	128511532	128512024	13183433	13183438	0.52	0.97	0.96	0.97
chr6	154936706	154936937	10328013	10328019	0.46	0.01	0.01	0.02
chr2	47657020	47657399	2774972	2774977	0.44	0.90	0.88	0.90
chr20	61588062	61588314	25752397	25752411	0.47	0.91	0.92	0.95
chr5	14663292	14663556	7722001	7722007	0.48	0.95	0.88	0.94
chr10	99475646	99475987	15557458	15557463	0.49	0.96	0.95	0.90
chr2	148252689	148253036	3625539	3625544	0.48	0.93	0.96	0.91
chr12	96614195	96614466	18080609	18080617	0.52	0.97	0.97	0.97
chr21	34768533	34768905	25965448	25965456	0.47	0.94	0.90	0.92
chr19	18884024	18884478	24471006	24471017	0.48	0.94	0.92	0.93
chr22	46514221	46514513	26651060	26651066	0.39	0.80	0.88	0.86
chr7	2032381	2032587	10590421	10590427	0.47	0.92	0.92	0.93
chr10	52109996	52110416	15152217	15152223	0.49	0.96	0.91	0.94
chr10	71234546	71234805	15286583	15286589	0.46	0.87	0.95	0.94
chr6	139380933	139382012	10198220	10198225	0.47	0.91	0.91	0.93
chr17	42171616	42171866	22769995	22770003	0.49	0.96	0.94	0.92
chr1	223500968	223501329	1998199	1998204	0.48	0.96	0.89	0.92
chr5	64128685	64130034	8057916	8057924	0.49	0.93	0.95	0.95
chr2	152800818	152801559	3657617	3657626	0.50	0.95	0.95	0.94
chr1	228555713	228555960	2060484	2060490	0.46	0.01	0.01	0.02
chr1	46718692	46719082	724855	724863	0.50	0.95	0.94	0.96
chr9	124479141	124479341	14310811	14310816	0.50	0.95	0.95	0.94
chr19	4378837	4379038	24164946	24164952	0.47	0.89	0.93	0.94
chr3	36899243	36899476	4755009	4755017	0.50	0.94	0.96	0.96
chr10	29949640	29949925	14966136	14966143	0.46	0.92	0.91	0.91
chr10	97118742	97119117	15529748	15529754	0.46	0.87	0.93	0.94
chr2	120048527	120048803	3387552	3387563	0.49	0.02	0.06	0.05
chr10	71136052	71136405	15285123	15285131	0.52	0.97	0.97	0.97
chr1	31987193	31987466	536127	536134	0.51	0.96	0.96	0.96
chr1	26886443	26886770	464847	464856	0.51	0.96	0.97	0.96
chr11	67023082	67023513	16630889	16630896	0.39	0.85	0.83	0.83
chr6	168393984	168394208	10483964	10483976	0.51	0.96	0.96	0.96
chr16	4310418	4310702	21216721	21216732	0.46	0.01	0.01	0.02
chr17	53341635	53342030	22907155	22907172	0.48	0.05	0.01	0.02
chr22	46001291	46001533	26640551	26640558	0.46	0.02	0.00	0.01
chr14	61790162	61790714	19699627	19699632	0.46	0.91	0.89	0.90
chr9	90279162	90279464	13987616	13987624	0.51	0.96	0.96	0.97
chr12	12959111	12959419	17435282	17435288	0.51	0.94	0.97	0.96
chr21	32684212	32685031	25938317	25938324	0.49	0.96	0.88	0.94
chr15	39603304	39603570	20412698	20412707	0.50	0.95	0.94	0.95
chr2	20401200	20401438	2501555	2501560	0.45	0.87	0.94	0.89
chr16	27510893	27511270	21508814	21508824	0.49	0.93	0.93	0.95
chr2	43225137	43225370	2727051	2727059	0.51	0.96	0.97	0.95
chr8	66885815	66886036	12736048	12736056	0.46	0.93	0.91	0.88
chr2	60695599	60695933	2867995	2868000	0.51	0.95	0.97	0.95
chr2	234398314	234399262	4305203	4305216	0.53	0.97	0.98	0.97
chr19	3054047	3054259	24124641	24124649	0.35	0.78	0.81	0.83
chr2	65549009	65549464	2917180	2917187	0.51	0.94	0.97	0.96
chr7	108179981	108180223	11606937	11606943	0.47	0.93	0.90	0.90
chr3	117482885	117483210	5380736	5380742	0.48	0.92	0.93	0.92
chr1	1078930	1079180	18698	18710	0.50	0.06	0.07	0.03
chr1	101685126	101685555	1144272	1144279	0.49	0.94	0.94	0.91
chr20	52317764	52318235	25617611	25617625	0.52	0.97	0.97	0.96
chr15	34326277	34327171	20371488	20371493	0.48	0.92	0.97	0.92
chr11	65959418	65960075	16609546	16609556	0.49	0.93	0.93	0.94
chr14	93470347	93470638	20000125	20000136	0.52	0.97	0.96	0.96
chr7	101279171	101279401	11534046	11534053	0.39	0.87	0.83	0.80
chr6	42901634	42901910	9546000	9546009	0.50	0.94	0.94	0.95
chr16	87338893	87339159	22102581	22102590	0.48	0.93	0.93	0.92
chr16	1424308	1424647	21138458	21138474	0.47	0.89	0.93	0.94
chr11	2453014	2453412	16050907	16050915	0.44	0.90	0.87	0.88
chr17	48148421	48149372	22863639	22863658	0.52	0.97	0.97	0.97
chr1	168150977	168151662	1559599	1559615	0.51	0.95	0.95	0.95
chr9	116150610	116150971	14241683	14241689	0.95	0.53	0.35	0.55
chr22	46488832	46489103	26650363	26650371	0.47	0.89	0.93	0.94
chr13	60365180	60365890	18917016	18917021	0.52	0.96	0.97	0.97
chrX	27584176	27584485	27023847	27023852	0.52	0.09	0.03	0.07
chr16	73074114	73074514	21910898	21910905	0.46	0.91	0.91	0.91
chr3	50278905	50279139	4904013	4904018	0.50	0.95	0.94	0.95
chr9	115456349	115457367	14232506	14232511	0.47	0.89	0.96	0.93
chr10	74082670	74083370	15325950	15325960	0.49	0.93	0.94	0.94
chr22	35837757	35837972	26454609	26454615	0.41	0.85	0.84	0.87
chr15	99447253	99447533	21045883	21045897	0.50	0.96	0.94	0.92
chr2	23819891	23820605	2530408	2530419	0.48	0.90	0.94	0.96
chr19	18656866	18657077	24465002	24465007	0.29	0.76	0.68	0.74
chr15	43533460	43534027	20465991	20465996	0.36	0.82	0.80	0.80
chr11	47498426	47499380	16432201	16432206	0.47	0.91	0.91	0.92
chr2	128956499	128956728	3473622	3473627	0.47	0.91	0.93	0.90
chr12	44206524	44207116	17652500	17652509	0.45	0.90	0.85	0.90
chr16	57782588	57782853	21746427	21746437	0.45	0.87	0.90	0.92
chr13	111918978	111919311	19290520	19290528	0.49	0.92	0.94	0.94
chr17	692032	692352	22199820	22199826	0.44	0.86	0.92	0.91
chr11	126980521	126980811	17187592	17187597	0.53	0.12	0.05	0.06
chr18	74400817	74401041	23953319	23953325	0.32	0.78	0.73	0.76
chr17	75249370	75249678	23189310	23189316	0.51	0.96	0.94	0.94
chr12	63139703	63140416	17848779	17848785	0.51	0.97	0.93	0.95
chr20	47169771	47170160	25546287	25546294	0.45	0.90	0.88	0.90
chr22	47054741	47054954	26664585	26664593	0.51	0.95	0.97	0.96
chr1	152024215	152024476	1394607	1394612	0.42	0.89	0.86	0.83
chr15	31290152	31290364	20337943	20337957	0.53	0.98	0.97	0.97
chr12	125369449	125369650	18421121	18421128	0.45	0.01	0.01	0.01
chr1	201108872	201109406	1793877	1793888	0.49	0.93	0.94	0.94
chr20	31267961	31268895	25351570	25351575	0.48	0.91	0.95	0.93
chr11	63718845	63719192	16558924	16558933	0.51	0.95	0.96	0.95
chr6	168748024	168748388	10491461	10491468	0.51	0.94	0.96	0.97
chr11	119985969	119986289	17111419	17111429	0.46	0.87	0.92	0.93
chr1	64107040	64107291	884265	884270	0.45	0.01	0.01	0.01
chr10	75574098	75574576	15342258	15342270	0.48	0.92	0.93	0.94
chr14	75443108	75443444	19837058	19837064	0.51	0.95	0.95	0.96
chr18	47250112	47250335	23728837	23728844	0.46	0.01	0.01	0.01
chr10	116262444	116263159	15723407	15723413	0.51	0.95	0.96	0.97
chr21	35912630	35912852	25979848	25979853	0.49	0.91	0.94	0.96
chr7	20193886	20194127	10779557	10779562	0.52	0.96	0.98	0.96
chr14	93304857	93305265	19997410	19997421	0.51	0.96	0.95	0.95
chr22	23801059	23801383	26298016	26298046	0.51	0.94	0.96	0.96
chr10	124773549	124774356	15814071	15814077	0.52	0.96	0.97	0.97
chr14	37233675	37233996	19517053	19517058	0.52	0.97	0.97	0.96
chr11	63577879	63578112	16556028	16556038	0.49	0.95	0.90	0.93
chr7	78968932	78969254	11347950	11347956	0.40	0.86	0.81	0.85
chr14	69154501	69154757	19765603	19765609	0.50	0.95	0.93	0.93
chr16	14411156	14411383	21347830	21347839	0.46	0.95	0.87	0.87
chr5	71524364	71524785	8121712	8121718	0.52	0.97	0.97	0.95
chr2	99088570	99088819	3187164	3187169	0.52	0.96	0.97	0.96
chr4	7288276	7288480	6212864	6212871	0.36	0.84	0.77	0.78
chr11	67021859	67022098	16630857	16630862	0.51	0.94	0.97	0.95
chr17	4351736	4351995	22280152	22280157	0.41	0.90	0.78	0.84
chr7	45042639	45043161	11008389	11008402	0.52	0.97	0.96	0.95
chr7	70174434	70174655	11226583	11226593	0.51	0.96	0.96	0.95
chr1	225637472	225637708	2019570	2019575	0.41	0.82	0.84	0.90
chr17	55479092	55479317	22927058	22927063	0.48	0.92	0.91	0.92
chr6	37023329	37023629	9481261	9481266	0.43	0.89	0.88	0.85
chr10	116367845	116368151	15724428	15724433	0.52	0.96	0.96	0.97
chr14	104353786	104354095	20155602	20155610	0.42	0.87	0.85	0.86
chr1	209537348	209537606	1884657	1884663	0.48	0.91	0.89	0.94
chr10	44394333	44394567	15081246	15081252	0.50	0.94	0.94	0.95
chr11	70997232	70997526	16706313	16706318	0.52	0.96	0.96	0.96
chr5	35443769	35444803	7874580	7874587	0.51	0.95	0.95	0.96
chr17	65610238	65610783	23053266	23053277	0.50	0.94	0.93	0.95
chr6	83662867	83663249	9800242	9800247	0.52	0.94	0.98	0.97
chr16	86015628	86015985	22079199	22079207	0.51	0.94	0.94	0.96
chr16	66660103	66660329	21816713	21816719	0.53	0.97	0.97	0.97
chr2	110346837	110347325	3298822	3298827	0.53	0.97	0.97	0.97
chr12	94436033	94437271	18057029	18057036	0.45	0.84	0.94	0.94
chr6	84710483	84711107	9807386	9807392	0.45	0.92	0.91	0.85
chr1	116362969	116363463	1259827	1259834	0.50	0.96	0.92	0.92
chr12	69528136	69528630	17900332	17900338	0.51	0.95	0.96	0.94
chr6	76421631	76421901	9758090	9758097	0.52	0.97	0.96	0.96
chr12	112552932	112554097	18236319	18236329	0.50	0.94	0.95	0.95
chr17	761693	761901	22202015	22202024	0.48	0.93	0.92	0.90
chr3	44600538	44601211	4824686	4824691	0.52	0.97	0.95	0.95
chr11	119589319	119590079	17106562	17106573	0.49	0.93	0.92	0.94
chr5	147015185	147015583	8696449	8696455	0.51	0.95	0.95	0.95
chr11	65991623	65991978	16610013	16610019	0.49	0.94	0.94	0.92
chr5	52353573	52354294	7972575	7972581	0.49	0.94	0.94	0.93
chr17	58064239	58064753	22960433	22960442	0.45	0.89	0.87	0.90
chr7	11565510	11567589	10722288	10722294	0.48	0.90	0.91	0.95
chr12	26471919	26472249	17535056	17535061	0.52	0.96	0.97	0.96
chr20	37568061	37568777	25441247	25441255	0.52	0.96	0.95	0.96
chr6	30828121	30828574	9389481	9389490	0.52	0.96	0.97	0.97
chr2	170572651	170573004	3778313	3778320	0.46	0.03	0.01	0.01
chr9	97831167	97831443	14074568	14074574	0.51	0.93	0.96	0.96
chr3	151642345	151642820	5676499	5676504	0.49	0.94	0.94	0.93
chr19	35494294	35494509	24634459	24634466	0.45	0.01	0.01	0.02
chr13	108804181	108804642	19252823	19252828	0.51	0.95	0.95	0.95
chr11	65159201	65159663	16591605	16591610	0.50	0.95	0.92	0.94
chr2	65032672	65033134	2910431	2910439	0.49	0.93	0.94	0.94
chr5	94000973	94001182	8288597	8288602	0.43	0.89	0.90	0.83
chr1	230106947	230107260	2082311	2082323	0.51	0.95	0.95	0.95
chr17	21130623	21130893	22525366	22525374	0.44	0.92	0.84	0.86
chr6	169738038	169738298	10507651	10507656	0.52	0.96	0.96	0.95
chr3	96983126	96983335	5247126	5247133	0.48	0.92	0.92	0.93
chr10	54775011	54775597	15169629	15169637	0.52	0.96	0.96	0.97
chr8	117548133	117548501	13094127	13094132	0.42	0.82	0.92	0.88
chr16	24837856	24838358	21481231	21481240	0.50	0.94	0.95	0.94
chr10	134457795	134458077	15951872	15951885	0.48	0.90	0.94	0.93
chr5	177570949	177571258	8989478	8989488	0.41	0.87	0.79	0.87
chr1	16535173	16535436	305901	305909	0.46	0.84	0.93	0.96
chr6	17582847	17583769	9253036	9253044	0.51	0.95	0.95	0.94
chr13	107856204	107856521	19245442	19245449	0.43	0.89	0.82	0.87
chr10	105495491	105495740	15635636	15635644	0.51	0.95	0.96	0.96
chr22	45054560	45054782	26621465	26621471	0.11	0.55	0.55	0.54
chr12	125566941	125567165	18425582	18425587	0.51	0.96	0.96	0.93
chr4	38612441	38612763	6464337	6464343	0.50	0.08	0.09	0.03
chr5	150887988	150888250	8734459	8734466	0.49	0.91	0.93	0.95
chr11	108425656	108425893	16993312	16993317	0.51	0.96	0.92	0.94
chr12	48176618	48177018	17680843	17680852	0.49	0.92	0.93	0.95
chr1	207170770	207171240	1864989	1864994	0.49	0.92	0.95	0.92
chr19	43394470	43394686	24776138	24776147	0.46	0.86	0.94	0.92
chr4	173074275	173074521	7371468	7371474	0.45	0.92	0.88	0.86
chr1	242160389	242160801	2206112	2206119	0.49	0.92	0.94	0.94
chr8	485624	485833	12103376	12103384	0.50	0.93	0.93	0.95
chr5	175348953	175350338	8950724	8950731	0.50	0.93	0.95	0.95
chr22	43514425	43514629	26594300	26594305	0.47	0.01	0.08	0.02
chr2	179282174	179283244	3858568	3858573	0.45	0.90	0.85	0.91
chr14	100710731	100710996	20087072	20087081	0.43	0.87	0.82	0.89
chr18	55572211	55572697	23792620	23792625	0.50	0.95	0.93	0.93
chr15	100548445	100548905	21059595	21059603	0.49	0.92	0.92	0.94
chr3	71481461	71481789	5097049	5097056	0.41	0.84	0.87	0.85
chrX	106766156	106767254	27601582	27601587	0.43	0.86	0.86	0.87
chr9	22200272	22200732	13578998	13579004	0.48	0.90	0.95	0.91
chr19	39642873	39643285	24713176	24713186	0.47	0.91	0.90	0.90
chr8	145654832	145655036	13391346	13391352	0.45	0.01	0.00	0.01
chr9	132814932	132815192	14441046	14441059	0.46	0.89	0.92	0.90
chr18	6171653	6171874	23397841	23397848	0.51	0.95	0.95	0.95
chr8	125411570	125411844	13156514	13156527	0.51	0.95	0.95	0.95
chr8	146123095	146123419	13404136	13404145	0.51	0.96	0.95	0.94
chr2	69667211	69667880	2949182	2949188	0.52	0.95	0.97	0.95
chr17	27539854	27540171	22568502	22568507	0.42	0.87	0.85	0.85
chr17	69879287	69879504	23092646	23092651	0.50	0.91	0.97	0.96
chr1	94569397	94569703	1096904	1096909	0.48	0.89	0.91	0.94
chr2	127733093	127733721	3455578	3455583	0.49	0.90	0.95	0.96
chr2	43355864	43356291	2728877	2728882	0.48	0.90	0.92	0.93
chr22	31134244	31134570	26398065	26398070	0.49	0.92	0.92	0.94
chr12	50904398	50904680	17720049	17720058	0.51	0.96	0.94	0.95
chr17	20172125	20172550	22512172	22512180	0.52	0.95	0.96	0.95
chr9	139977520	139977732	14601513	14601518	0.48	0.91	0.90	0.94
chr3	141621632	141622066	5605845	5605851	0.50	0.93	0.95	0.95
chr9	128029186	128029877	14356208	14356221	0.48	0.91	0.92	0.93
chr11	5640527	5641036	16089726	16089733	0.52	0.97	0.96	0.95
chr12	26254032	26254272	17533011	17533018	0.45	0.01	0.01	0.02
chr5	102400278	102400501	8342168	8342175	0.33	0.76	0.74	0.79
chr12	26379010	26379257	17534376	17534381	0.48	0.93	0.89	0.93
chr10	121428690	121428960	15777656	15777661	0.52	0.95	0.98	0.96
chr16	11022399	11022947	21302748	21302755	0.47	0.87	0.91	0.94
chr12	26843826	26844346	17537592	17537598	0.47	0.90	0.92	0.90
chr11	70383608	70383868	16694807	16694813	0.47	0.91	0.90	0.91
chr4	72086515	72087117	6685002	6685009	0.50	0.93	0.93	0.93
chr2	98613891	98614142	3182084	3182096	0.50	0.94	0.93	0.93
chr22	33505996	33506527	26430823	26430829	0.47	0.93	0.88	0.89
chr21	27369670	27369956	25898034	25898040	0.96	0.57	0.49	0.48
chr9	98365471	98365941	14082381	14082389	0.52	0.95	0.96	0.96
chr16	70618412	70618900	21882460	21882467	0.44	0.86	0.88	0.88
chr17	38216658	38217114	22707435	22707440	0.52	0.95	0.95	0.96
chr5	173139491	173139944	8926398	8926404	0.51	0.95	0.95	0.94
chr1	117464747	117465130	1270031	1270037	0.52	0.96	0.96	0.96
chr17	38645632	38645916	22715317	22715322	0.51	0.92	0.98	0.96
chr15	79656484	79656805	20837958	20837965	0.48	0.90	0.92	0.91
chr19	14509309	14509602	24380191	24380198	0.45	0.89	0.89	0.86
chr3	189520516	189521830	5969198	5969208	0.51	0.95	0.93	0.95
chr22	45968729	45969236	26639797	26639807	0.48	0.91	0.92	0.92
chr12	120871793	120872167	18336535	18336542	0.46	0.87	0.90	0.92
chr1	62355827	62356084	867001	867007	0.53	0.95	0.98	0.96
chr7	3322163	3322467	10621000	10621007	0.45	0.89	0.85	0.90
chr16	58825102	58825347	21762239	21762246	0.50	0.94	0.92	0.92
chr7	1500892	1501181	10573878	10573887	0.45	0.01	0.01	0.01
